addr_1,addr_2,addr_3,addr_4,lon,lat,road_trunk_3km,road_primary_3km,road_secondary_3km,road_tertiary_3km,road_res_uncl_3km,road_bus_stop_3km,road_parking_3km,road_fuel_3km,amenity_gov_3km,amenity_health_3km,amenity_school_3km,amenity_police_3km,amenity_post_3km,amenity_bank_3km,amenity_shop_3km,places_total_3km,buildings_total_3km,road_types_3km,landuse_types_3km,road_trunk_1km,road_primary_1km,road_secondary_1km,road_tertiary_1km,road_res_uncl_1km,road_bus_stop_1km,road_parking_1km,road_fuel_1km,amenity_gov_1km,amenity_health_1km,amenity_school_1km,amenity_police_1km,amenity_post_1km,amenity_bank_1km,amenity_shop_1km,places_total_1km,buildings_total_1km,road_types_1km,landuse_types_1km,node,boundary,u_addr_3,u_addr_4,score_1,score_2,score_3,score_4,score,u_addr_3_avg_score,addr_2_avg_score,addr_1_avg_score
甘肃省,酒泉市,瓜州县,锁阳城镇,95.98021,40.262612,0.0,0.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4045802721,-1,酒泉市瓜州县,酒泉市瓜州县锁阳城镇,12.0,12.0,0.0,2.2,26.2,32.16,39.482894736842105,47.68
甘肃省,酒泉市,瓜州县,瓜州镇,95.6710212,40.4642701,0.0,0.0,1.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,3.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4046053284,-1,酒泉市瓜州县,酒泉市瓜州县瓜州镇,12.0,20.700000000000003,0.0,3.9,36.6,32.16,39.482894736842105,47.68
甘肃省,酒泉市,瓜州县,西湖镇,94.9911311,40.5386839,8.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,-1,-1,酒泉市瓜州县,酒泉市瓜州县西湖镇,2.0,12.3,0.0,2.2,16.5,32.16,39.482894736842105,47.68
甘肃省,酒泉市,瓜州县,河东镇,96.771308,40.504078,0.0,0.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,5962314278,-1,酒泉市瓜州县,酒泉市瓜州县河东镇,8.0,15.9,0.0,3.0,26.9,32.16,39.482894736842105,47.68
甘肃省,酒泉市,瓜州县,双塔镇,96.5012042,40.4632085,0.0,0.0,0.0,6.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,5963329629,-1,酒泉市瓜州县,酒泉市瓜州县双塔镇,8.0,17.3,5.0,5.3,35.6,32.16,39.482894736842105,47.68
甘肃省,酒泉市,瓜州县,腰站子东乡族镇,96.7263293,40.4729924,0.0,0.0,0.0,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,5963312375,-1,酒泉市瓜州县,酒泉市瓜州县腰站子东乡族镇,8.0,15.0,0.0,2.1,25.1,32.16,39.482894736842105,47.68
甘肃省,酒泉市,瓜州县,布隆吉乡,96.5255973,40.5333066,0.0,0.0,5.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1601166944,-1,酒泉市瓜州县,酒泉市瓜州县布隆吉乡,8.0,13.4,0.0,3.2,24.599999999999998,32.16,39.482894736842105,47.68
甘肃省,酒泉市,瓜州县,七墩回族东乡族乡,96.895135,40.52442,0.0,0.0,0.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,5963340776,-1,酒泉市瓜州县,酒泉市瓜州县七墩回族东乡族乡,9.0,14.8,0.0,1.2,25.0,32.16,39.482894736842105,47.68
甘肃省,酒泉市,瓜州县,广至藏族乡,95.5742149,40.4104436,0.0,0.0,0.0,2.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,5963356866,-1,酒泉市瓜州县,酒泉市瓜州县广至藏族乡,8.0,22.0,0.0,3.2,33.2,32.16,39.482894736842105,47.68
甘肃省,酒泉市,瓜州县,沙河回族乡,96.6439911,40.4600559,0.0,0.0,0.0,6.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,5963345667,-1,酒泉市瓜州县,酒泉市瓜州县沙河回族乡,8.0,18.4,0.0,2.3,28.7,32.16,39.482894736842105,47.68
甘肃省,酒泉市,瓜州县,梁湖乡,96.0023907,40.4939575,0.0,0.0,0.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,2.0,1.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,2.0,0.0,5962228976,-1,酒泉市瓜州县,酒泉市瓜州县梁湖乡,8.0,16.2,0.0,4.5,28.7,32.16,39.482894736842105,47.68
甘肃省,酒泉市,肃北蒙古族自治县,党城湾镇,94.8725942,39.5160197,3.0,10.0,14.0,14.0,39.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,33.0,5.0,10.0,1.0,10.0,11.0,8.0,21.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,10.0,4.0,8.0,5010497846,7441148,酒泉市肃北蒙古族自治县,酒泉市肃北蒙古族自治县党城湾镇,19.0,26.0,11.0,12.3,68.3,52.574999999999996,39.482894736842105,47.68
甘肃省,酒泉市,肃北蒙古族自治县,马鬃山镇,97.0279122,41.8086875,6.0,0.0,0.0,4.0,22.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,53.0,5.0,8.0,6.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,51.0,5.0,6.0,4017828150,7441164,酒泉市肃北蒙古族自治县,酒泉市肃北蒙古族自治县马鬃山镇,16.0,21.8,23.0,18.4,79.19999999999999,52.574999999999996,39.482894736842105,47.68
甘肃省,酒泉市,肃北蒙古族自治县,盐池湾乡,96.0625202,38.9729112,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4017472200,7441175,酒泉市肃北蒙古族自治县,酒泉市肃北蒙古族自治县盐池湾乡,16.0,13.9,0.0,3.0,32.9,52.574999999999996,39.482894736842105,47.68
甘肃省,酒泉市,肃北蒙古族自治县,石包城乡,96.0207798,39.8093429,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4017724405,7441179,酒泉市肃北蒙古族自治县,酒泉市肃北蒙古族自治县石包城乡,16.0,10.9,0.0,3.0,29.9,52.574999999999996,39.482894736842105,47.68
甘肃省,酒泉市,阿克塞哈萨克族自治县,红柳湾镇,94.3384302,39.6348198,8.0,0.0,0.0,10.0,26.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,8.0,137.0,4.0,7.0,2.0,0.0,0.0,4.0,17.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,93.0,3.0,3.0,5010483342,7441142,酒泉市阿克塞哈萨克族自治县,酒泉市阿克塞哈萨克族自治县红柳湾镇,20.0,26.0,13.0,19.0,78.0,42.075,39.482894736842105,47.68
甘肃省,酒泉市,阿克塞哈萨克族自治县,阿克旗乡,93.4790825,39.7453751,0.0,0.0,2.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,5010568395,7441144,酒泉市阿克塞哈萨克族自治县,酒泉市阿克塞哈萨克族自治县阿克旗乡,20.0,15.1,0.0,3.2,38.300000000000004,42.075,39.482894736842105,47.68
甘肃省,酒泉市,阿克塞哈萨克族自治县,阿勒腾乡,95.1031051,38.880877,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,4017643840,5994255,酒泉市阿克塞哈萨克族自治县,酒泉市阿克塞哈萨克族自治县阿勒腾乡,17.0,5.0,0.0,2.1,24.1,42.075,39.482894736842105,47.68
甘肃省,酒泉市,阿克塞哈萨克族自治县,阿伊纳乡,94.3604518,38.9698561,0.0,0.0,3.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,49.0,3.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,34.0,3.0,1.0,-1,-1,酒泉市阿克塞哈萨克族自治县,酒泉市阿克塞哈萨克族自治县阿伊纳乡,2.0,13.6,2.0,10.3,27.900000000000002,42.075,39.482894736842105,47.68
甘肃省,酒泉市,玉门市,新市区街道,97.0320204,40.2852506,5.0,8.0,17.0,48.0,106.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,14.0,5.0,7.0,2.0,4.0,5.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,3.0,5963885331,8785523,酒泉市玉门市,酒泉市玉门市新市区街道,18.0,30.0,5.0,8.5,61.5,31.96923076923077,39.482894736842105,47.68
甘肃省,酒泉市,玉门市,玉门镇,97.0263526,40.2801246,5.0,8.0,17.0,46.0,106.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,15.0,5.0,7.0,2.0,0.0,4.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,1.0,5963899406,-1,酒泉市玉门市,酒泉市玉门市玉门镇,10.0,30.0,4.0,8.6,52.6,31.96923076923077,39.482894736842105,47.68
甘肃省,酒泉市,玉门市,赤金镇,97.4259231,40.0142792,1.0,0.0,4.0,1.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3472596872,-1,酒泉市玉门市,酒泉市玉门市赤金镇,8.0,17.8,0.0,2.5,28.3,31.96923076923077,39.482894736842105,47.68
甘肃省,酒泉市,玉门市,花海镇,97.736346,40.303027,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,5964210727,-1,酒泉市玉门市,酒泉市玉门市花海镇,8.0,12.6,0.0,1.0,21.6,31.96923076923077,39.482894736842105,47.68
甘肃省,酒泉市,玉门市,老君庙镇,97.5663615,39.8199444,0.0,0.0,7.0,13.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,-1,-1,酒泉市玉门市,酒泉市玉门市老君庙镇,1.0,26.0,0.0,4.5,31.5,31.96923076923077,39.482894736842105,47.68
甘肃省,酒泉市,玉门市,黄闸湾镇,97.0637302,40.3840803,1.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,5965906712,-1,酒泉市玉门市,酒泉市玉门市黄闸湾镇,12.0,13.2,0.0,2.1,27.3,31.96923076923077,39.482894736842105,47.68
甘肃省,酒泉市,玉门市,下西号镇,97.1212099,40.3191476,0.0,0.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2115334365,-1,酒泉市玉门市,酒泉市玉门市下西号镇,8.0,14.1,0.0,3.0,25.1,31.96923076923077,39.482894736842105,47.68
甘肃省,酒泉市,玉门市,柳河镇,96.9401944,40.4089918,0.0,0.0,1.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,8088368489,-1,酒泉市玉门市,酒泉市玉门市柳河镇,10.0,19.3,0.0,1.1,30.400000000000002,31.96923076923077,39.482894736842105,47.68
甘肃省,酒泉市,玉门市,昌马镇,96.7777915,39.8546399,0.0,0.0,0.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2115334359,-1,酒泉市玉门市,酒泉市玉门市昌马镇,9.0,15.6,0.0,3.0,27.6,31.96923076923077,39.482894736842105,47.68
甘肃省,酒泉市,玉门市,柳湖镇,97.6154204,40.3423659,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,5965906714,-1,酒泉市玉门市,酒泉市玉门市柳湖镇,8.0,12.6,0.0,6.2,26.8,31.96923076923077,39.482894736842105,47.68
甘肃省,酒泉市,玉门市,六墩镇,96.9148614,40.52073,1.0,0.0,0.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,5966036229,-1,酒泉市玉门市,酒泉市玉门市六墩镇,9.0,20.0,0.0,1.1,30.1,31.96923076923077,39.482894736842105,47.68
甘肃省,酒泉市,玉门市,小金湾东乡族乡,97.7034039,40.2493491,0.0,0.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5964301271,-1,酒泉市玉门市,酒泉市玉门市小金湾东乡族乡,8.0,14.5,0.0,2.2,24.7,31.96923076923077,39.482894736842105,47.68
甘肃省,酒泉市,玉门市,独山子东乡族乡,97.7951052,40.278075,0.0,0.0,0.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,5964387474,-1,酒泉市玉门市,酒泉市玉门市独山子东乡族乡,8.0,17.9,0.0,2.2,28.099999999999998,31.96923076923077,39.482894736842105,47.68
甘肃省,酒泉市,敦煌市,七里镇,94.5969694,40.1153447,6.0,11.0,11.0,19.0,88.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,782.0,5.0,7.0,2.0,0.0,1.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,205.0,2.0,3.0,2115334363,-1,酒泉市敦煌市,酒泉市敦煌市七里镇,9.0,26.0,1.0,19.0,55.0,52.01111111111111,39.482894736842105,47.68
甘肃省,酒泉市,敦煌市,沙州镇,94.6634006,40.1379901,18.0,11.0,37.0,46.0,120.0,12.0,6.0,1.0,1.0,2.0,7.0,0.0,1.0,3.0,30.0,4.0,1319.0,6.0,7.0,16.0,7.0,21.0,20.0,40.0,8.0,3.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0,21.0,2.0,757.0,4.0,6.0,2115334364,8781089,酒泉市敦煌市,酒泉市敦煌市沙州镇,19.0,30.0,25.0,19.0,93.0,52.01111111111111,39.482894736842105,47.68
甘肃省,酒泉市,敦煌市,肃州镇,94.6426497,40.1442211,18.0,7.0,37.0,43.0,85.0,11.0,6.0,1.0,1.0,2.0,6.0,0.0,1.0,3.0,25.0,4.0,1276.0,6.0,7.0,2.0,0.0,7.0,14.0,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,262.0,4.0,5.0,3837126077,8781090,酒泉市敦煌市,酒泉市敦煌市肃州镇,19.0,30.0,19.0,19.0,87.0,52.01111111111111,39.482894736842105,47.68
甘肃省,酒泉市,敦煌市,莫高镇,94.8048505,40.176326,0.0,8.0,0.0,9.0,28.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,32.0,6.0,7.0,0.0,4.0,0.0,3.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,16.0,3.0,2.0,5960607090,-1,酒泉市敦煌市,酒泉市敦煌市莫高镇,9.0,27.1,6.0,11.8,53.900000000000006,52.01111111111111,39.482894736842105,47.68
甘肃省,酒泉市,敦煌市,转渠口镇,94.7419134,40.2478829,1.0,0.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,5960652219,-1,酒泉市敦煌市,酒泉市敦煌市转渠口镇,8.0,14.0,0.0,3.2,25.2,52.01111111111111,39.482894736842105,47.68
甘肃省,酒泉市,敦煌市,阳关镇,94.0945933,39.9021735,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,7.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,4017643842,-1,酒泉市敦煌市,酒泉市敦煌市阳关镇,10.0,8.7,0.0,8.0,26.7,52.01111111111111,39.482894736842105,47.68
甘肃省,酒泉市,敦煌市,月牙泉镇,94.6632564,40.1256588,16.0,20.0,38.0,49.0,114.0,13.0,12.0,1.0,1.0,2.0,7.0,0.0,1.0,3.0,36.0,4.0,1366.0,7.0,8.0,0.0,1.0,8.0,11.0,21.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,134.0,4.0,6.0,5958958824,-1,酒泉市敦煌市,酒泉市敦煌市月牙泉镇,11.0,30.0,10.0,20.0,71.0,52.01111111111111,39.482894736842105,47.68
甘肃省,酒泉市,敦煌市,郭家堡镇,94.7664495,40.1965065,0.0,0.0,3.0,5.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,3.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,5960640278,-1,酒泉市敦煌市,酒泉市敦煌市郭家堡镇,9.0,22.9,0.0,3.7,35.6,52.01111111111111,39.482894736842105,47.68
甘肃省,酒泉市,敦煌市,黄渠镇,94.7060544,40.2796637,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,5960973159,-1,酒泉市敦煌市,酒泉市敦煌市黄渠镇,8.0,10.700000000000001,0.0,2.0,20.700000000000003,52.01111111111111,39.482894736842105,47.68
甘肃省,庆阳市,西峰区,北街办事处街道,107.89329,35.992122,24.0,1.0,48.0,32.0,92.0,3.0,5.0,7.0,2.0,2.0,10.0,2.0,0.0,1.0,4.0,3.0,481.0,8.0,8.0,10.0,1.0,16.0,8.0,10.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,99.0,5.0,6.0,-1,-1,庆阳市西峰区,庆阳市西峰区北街办事处街道,3.0,30.0,23.0,20.0,76.0,68.53999999999999,42.98571428571429,47.68
甘肃省,庆阳市,西峰区,南街办事处街道,107.89329,35.992122,24.0,1.0,48.0,32.0,92.0,3.0,5.0,7.0,2.0,2.0,10.0,2.0,0.0,1.0,4.0,3.0,481.0,8.0,8.0,10.0,1.0,16.0,8.0,10.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,99.0,5.0,6.0,-1,-1,庆阳市西峰区,庆阳市西峰区南街办事处街道,3.0,30.0,23.0,20.0,76.0,68.53999999999999,42.98571428571429,47.68
甘肃省,庆阳市,西峰区,西街办事处街道,107.634221,35.729815,8.0,48.0,85.0,100.0,477.0,21.0,6.0,8.0,8.0,3.0,21.0,1.0,1.0,3.0,40.0,39.0,2968.0,8.0,12.0,1.0,8.0,15.0,17.0,84.0,4.0,0.0,1.0,3.0,1.0,6.0,0.0,1.0,2.0,22.0,8.0,884.0,6.0,7.0,-1,-1,庆阳市西峰区,庆阳市西峰区西街办事处街道,5.0,30.0,25.0,20.0,80.0,68.53999999999999,42.98571428571429,47.68
甘肃省,庆阳市,西峰区,肖金镇,107.6462081,35.5852468,7.0,1.0,4.0,15.0,173.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,61.0,4.0,5.0,2.0,0.0,2.0,4.0,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,43.0,3.0,3.0,2987179666,19019622,庆阳市西峰区,庆阳市西峰区肖金镇,20.0,26.0,5.0,15.4,66.4,68.53999999999999,42.98571428571429,47.68
甘肃省,庆阳市,西峰区,董志镇,107.6456276,35.6632894,7.0,30.0,25.0,48.0,155.0,16.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,8.0,193.0,7.0,10.0,5.0,8.0,9.0,3.0,20.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,3.0,4.0,6039779531,19324891,庆阳市西峰区,庆阳市西峰区董志镇,20.0,30.0,5.0,20.0,75.0,68.53999999999999,42.98571428571429,47.68
甘肃省,庆阳市,西峰区,后官寨镇,107.6160632,35.7301092,8.0,32.0,59.0,78.0,481.0,9.0,3.0,7.0,6.0,3.0,17.0,0.0,1.0,2.0,37.0,29.0,2430.0,8.0,12.0,4.0,0.0,4.0,8.0,60.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,223.0,4.0,6.0,6039779532,-1,庆阳市西峰区,庆阳市西峰区后官寨镇,12.0,30.0,5.0,20.0,67.0,68.53999999999999,42.98571428571429,47.68
甘肃省,庆阳市,西峰区,彭原镇,107.6107744,35.809063,4.0,4.0,3.0,14.0,191.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,58.0,6.0,9.0,2.0,3.0,2.0,6.0,36.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,24.0,3.0,4.0,3191198021,-1,庆阳市西峰区,庆阳市西峰区彭原镇,8.0,28.0,5.0,16.200000000000003,57.2,68.53999999999999,42.98571428571429,47.68
甘肃省,庆阳市,西峰区,温泉镇,107.6683005,35.7254324,0.0,35.0,48.0,70.0,300.0,18.0,5.0,4.0,5.0,2.0,15.0,2.0,1.0,3.0,53.0,26.0,1523.0,8.0,11.0,0.0,4.0,6.0,10.0,37.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,223.0,6.0,6.0,6039779535,-1,庆阳市西峰区,庆阳市西峰区温泉镇,12.0,30.0,10.0,20.0,72.0,68.53999999999999,42.98571428571429,47.68
甘肃省,庆阳市,西峰区,什社乡,107.8194694,35.6573773,0.0,1.0,0.0,7.0,92.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,207.0,4.0,4.0,0.0,1.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,197.0,4.0,1.0,6039779534,19318767,庆阳市西峰区,庆阳市西峰区什社乡,20.0,24.0,5.0,16.0,65.0,68.53999999999999,42.98571428571429,47.68
